Empresa,Año,Mes,Numero Semana,Total Km Prog_Semana,Total Km Ejecut_Semana,Total Puntos_Semana,ICO,ICK
G,2019,12,52,688671.04,541952.52,1905,35.15,78.70
G,2020,1,1,724250.99,623253.15,2265,36.34,86.05
G,2020,1,2,744149.20,674301.66,1735,25.73,90.61
G,2020,1,3,852867.46,667077.75,1995,29.91,78.22
G,2020,1,4,855458.41,659212.95,1875,28.44,77.06
G,2020,2,5,941432.07,627187.45,1815,28.94,66.62
G,2020,2,6,919772.46,612770.26,2425,39.57,66.62
G,2020,2,7,888999.82,616778.60,2950,47.83,69.38
G,2020,2,8,888331.38,628258.25,1705,27.14,70.72
G,2020,2,9,884807.57,605779.21,2050,33.84,68.46
G,2020,3,10,879623.09,613273.78,1630,26.58,69.72
G,2020,3,11,869661.76,634190.78,1465,23.10,72.92
G,2020,3,12,808275.95,591617.77,1355,22.90,73.20
G,2020,3,13,482345.59,444988.89,1280,28.76,92.26
G,2020,4,14,482132.47,463038.39,890,19.22,96.04
G,2020,4,15,490333.78,462346.37,720,15.57,94.29
G,2020,4,16,542395.20,511714.87,720,14.07,94.34
G,2020,4,17,542617.89,516579.22,1180,22.84,95.20
G,2020,5,18,725892.21,691144.37,1195,17.29,95.21
G,2020,5,19,779682.71,740264.29,760,10.27,94.94
G,2020,5,20,782707.82,748558.24,585,7.82,95.64
G,2020,5,21,777005.22,735740.83,325,4.42,94.69
G,2020,5,22,733296.55,647402.46,60,0.93,88.29
G,2020,6,23,774453.71,636556.45,60,0.94,82.19
G,2020,6,24,773876.89,669112.46,75,1.12,86.46
G,2020,6,25,723872.38,644828.53,120,1.86,89.08
G,2020,6,26,717014.34,648488.01,195,3.01,90.44
G,2020,7,27,735547.48,644280.16,195,3.03,87.59
G,2020,7,28,787572.10,695398.08,200,2.88,88.30
G,2020,7,29,813208.23,722742.77,320,4.43,88.88
G,2020,7,30,759306.68,695417.35,280,4.03,91.59
G,2020,8,31,829457.69,766327.60,325,4.24,92.39
G,2020,8,32,772001.82,718811.99,270,3.76,93.11
G,2020,8,33,826881.57,748020.21,340,4.55,90.46
G,2020,8,34,774578.52,723798.84,270,3.73,93.44
G,2020,8,35,830546.69,778864.35,475,6.10,93.78
G,2020,9,36,829665.69,762847.93,650,8.52,91.95
G,2020,9,37,806868.34,697905.14,700,10.03,86.50
G,2020,9,38,829050.63,736739.30,2180,29.59,88.87
G,2020,9,39,835426.45,744098.07,2170,29.16,89.07
G,2020,10,40,995886.14,869498.99,2015,23.17,87.31
G,2020,10,41,1020647.74,875899.68,1995,22.78,85.82
G,2020,10,42,953164.81,840114.31,2445,29.10,88.14
G,2020,10,43,1019759.32,916798.85,2495,27.21,89.90
G,2020,10,44,1018329.75,918163.71,2020,22.00,90.16
G,2020,11,45,951959.64,861411.27,2245,26.06,90.49
G,2020,11,46,1028728.30,923995.40,2280,24.68,89.82
G,2020,11,47,954034.76,867653.29,1915,22.07,90.95
G,2020,11,48,951258.11,877816.88,1785,20.33,92.28
G,2020,12,49,948685.60,874924.02,2140,24.46,92.22
G,2020,12,50,887548.48,832232.11,1920,23.07,93.77
G,2020,12,51,945741.72,870112.22,2075,23.85,92.00
G,2020,12,52,883781.74,791763.07,1780,22.48,89.59
G,2021,1,1,756599.47,728449.93,1620,22.24,96.28
G,2021,1,2,804156.36,778717.53,1930,24.78,96.84
G,2021,1,3,751289.08,734361.96,1760,23.97,97.75
G,2021,1,4,863731.58,848670.68,1435,16.91,98.26
G,2021,1,5,860759.25,845676.52,1505,17.80,98.25
G,2021,2,6,866281.45,845208.34,1665,19.70,97.57
G,2021,2,7,865466.71,848123.30,1225,14.44,98.00
G,2021,2,8,868290.31,850294.71,1820,21.40,97.93
G,2021,2,9,869558.38,838769.32,1415,16.87,96.46
G,2021,3,10,845108.38,817872.59,1230,15.04,96.78
G,2021,3,11,844623.69,817843.54,1305,15.96,96.83
G,2021,3,12,844622.80,808189.96,1400,17.32,95.69
G,2021,3,13,793192.94,759673.23,865,11.39,95.77
G,2021,4,14,737474.62,709552.34,870,12.26,96.21
G,2021,4,15,847159.23,799913.74,1080,13.50,94.42
G,2021,4,16,775482.77,745545.21,960,12.88,96.14
G,2021,4,17,824416.52,787611.88,1335,16.95,95.54
G,2021,5,18,491436.50,468022.20,600,12.82,95.24
G,2021,5,19,309350.38,284169.49,130,4.57,91.86
G,2021,5,20,699549.79,657625.39,80,1.22,94.01
G,2021,5,21,774991.11,737136.75,210,2.85,95.12
G,2021,5,22,748774.28,706808.28,95,1.34,94.40
G,2021,6,23,894329.82,825595.43,215,2.60,92.31
G,2021,6,24,819390.64,768060.17,155,2.02,93.74
G,2021,6,25,833468.72,779617.98,245,3.14,93.54
G,2021,6,26,902459.08,858757.25,165,1.92,95.16
H,2021,1,3,674781.32,633130.61,290,4.58,93.83
H,2021,1,4,274101.54,203271.44,45,2.21,74.16
H,2021,1,5,273636.23,234713.65,40,1.70,85.78
H,2021,2,6,275025.84,231379.51,115,4.97,84.13
H,2021,2,7,274419.50,236304.01,70,2.96,86.11
H,2021,2,8,275613.51,240534.63,140,5.82,87.27
H,2021,2,9,275710.68,251686.78,85,3.38,91.29
H,2021,3,10,275971.32,263365.45,110,4.18,95.43
H,2021,3,11,275937.33,266168.86,155,5.82,96.46
H,2021,3,12,275843.84,260290.31,140,5.38,94.36
H,2021,3,13,264635.00,255762.25,290,11.34,96.65
H,2021,4,14,254006.50,243899.55,100,4.10,96.02
H,2021,4,15,264842.25,255324.05,250,9.79,96.41
H,2021,4,16,255060.07,240072.85,330,13.75,94.12
H,2021,4,17,262959.52,250875.06,55,2.19,95.40
H,2021,5,18,154212.97,141990.46,65,4.58,92.07
H,2021,5,19,66074.69,62587.33,0,0.00,94.72
H,2021,5,20,165687.31,157673.37,55,3.49,95.16
H,2021,5,21,120835.48,115734.30,25,2.16,95.78
H,2021,5,22,117615.17,111576.99,30,2.69,94.87
H,2021,6,24,280163.21,262944.97,125,4.75,93.85
H,2021,6,25,273697.70,256174.48,110,4.29,93.60
H,2021,6,26,268114.11,248917.21,255,10.24,92.84
I,2021,1,2,240190.85,224840.35,275,12.23,93.61
I,2021,1,3,128974.56,124501.59,30,2.41,96.53
I,2021,1,4,133705.87,128886.89,0,0.00,96.40
I,2021,1,5,132982.05,122883.83,30,2.44,92.41
I,2021,2,6,133733.91,124932.46,15,1.20,93.42
I,2021,2,7,133826.54,124779.48,0,0.00,93.24
I,2021,2,8,128555.17,123676.91,285,23.04,96.21
I,2021,2,9,128900.07,121676.55,210,17.26,94.40
I,2021,3,10,128825.82,121408.26,115,9.47,94.24
I,2021,3,11,128957.17,120624.26,145,12.02,93.54
I,2021,3,12,128899.57,118711.71,15,1.26,92.10
I,2021,3,13,124417.24,118297.53,250,21.13,95.08
I,2021,4,14,118962.42,115022.88,70,6.09,96.69
I,2021,4,15,120188.79,116789.81,80,6.85,97.17
I,2021,4,16,115156.17,105421.35,130,12.33,91.55
I,2021,4,17,117172.51,109707.19,60,5.47,93.63
I,2021,5,18,68984.79,63483.57,95,14.96,92.03
I,2021,5,19,30059.07,29562.71,0,0.00,98.35
I,2021,5,20,70159.01,68488.28,15,2.19,97.62
I,2021,5,21,52357.51,50162.74,0,0.00,95.81
I,2021,5,22,49917.38,48155.52,0,0.00,96.47
I,2021,6,24,118801.15,110264.86,235,21.31,92.81
I,2021,6,25,117622.36,108214.05,115,10.63,92.00
I,2021,6,26,115991.68,104245.83,250,23.98,89.87
J,2019,7,27,763163.86,687575.59,1575,22.91,90.10
J,2019,7,28,849668.60,761802.03,1295,17.00,89.66
J,2019,7,29,890210.95,737730.89,1525,20.67,82.87
J,2019,7,30,890213.23,734352.07,1650,22.47,82.49
J,2019,8,31,888478.50,743280.30,1480,19.91,83.66
J,2019,8,32,813766.66,700494.07,1985,28.34,86.08
J,2019,8,33,888545.02,745642.63,1225,16.43,83.92
J,2019,8,34,813593.08,693986.09,970,13.98,85.30
J,2019,8,35,888051.19,749583.73,1425,19.01,84.41
J,2019,9,36,888064.39,749464.29,1245,16.61,84.39
J,2019,9,37,888070.11,748343.44,1885,25.19,84.27
J,2019,9,38,888171.52,739455.53,2030,27.45,83.26
J,2019,9,39,887832.88,739727.31,2385,32.24,83.32
J,2019,10,40,887880.93,702068.75,1960,27.92,79.07
J,2019,10,41,886180.50,727877.51,1755,24.11,82.14
J,2019,10,42,811415.20,649898.38,1795,27.62,80.09
J,2019,10,43,889617.98,697799.19,2195,31.46,78.44
J,2019,11,44,889765.12,695775.98,1880,27.02,78.20
J,2019,11,45,809442.98,658425.06,1305,19.82,81.34
J,2019,11,46,808854.00,645784.75,2235,34.61,79.84
J,2019,11,47,889247.74,378007.93,1090,28.84,42.51
J,2019,11,48,833298.34,663998.60,1290,19.43,79.68
J,2019,12,49,833412.91,657597.30,1275,19.39,78.90
J,2019,12,50,833520.66,636883.73,1705,26.77,76.41
J,2019,12,51,834101.25,595320.80,1695,28.47,71.37
J,2019,12,52,696821.25,564977.97,1155,20.44,81.08
J,2020,1,1,696821.25,572796.19,1260,22.00,82.20
J,2020,1,2,696724.20,624930.47,1435,22.96,89.70
J,2020,1,3,833298.34,660694.07,2145,32.47,79.29
J,2020,1,4,833298.34,637011.18,1515,23.78,76.44
J,2020,2,5,865792.23,623743.54,1960,31.42,72.04
J,2020,2,6,869294.40,633357.68,2230,35.21,72.86
J,2020,2,7,854638.06,655161.76,2095,31.98,76.66
J,2020,2,8,854501.11,660814.97,1690,25.57,77.33
J,2020,2,9,852806.75,644246.40,2225,34.54,75.54
J,2020,3,10,841356.39,651383.23,1975,30.32,77.42
J,2020,3,11,848297.55,685857.24,1990,29.01,80.85
J,2020,3,12,775969.40,653113.59,1345,20.59,84.17
J,2020,3,13,516203.23,490814.70,810,16.50,95.08
J,2020,4,14,467113.44,458406.70,780,17.02,98.14
J,2020,4,15,463607.22,453957.12,645,14.21,97.92
J,2020,4,16,492210.36,477063.92,665,13.94,96.92
J,2020,4,17,493440.28,481684.61,735,15.26,97.62
J,2020,5,18,736529.26,722157.46,585,8.10,98.05
J,2020,5,19,804672.91,786875.48,1115,14.17,97.79
J,2020,5,20,804671.09,793126.69,1335,16.83,98.57
J,2020,5,21,808252.18,797053.01,545,6.84,98.61
J,2020,5,22,749533.81,736727.76,150,2.04,98.29
J,2020,6,23,831045.27,809632.69,30,0.37,97.42
J,2020,6,24,843259.37,826611.81,180,2.18,98.03
J,2020,6,25,774648.23,752036.42,105,1.40,97.08
J,2020,6,26,773635.54,757565.20,105,1.39,97.92
J,2020,7,27,774536.88,749543.80,180,2.40,96.77
J,2020,7,28,848491.52,822601.96,360,4.38,96.95
J,2020,7,29,855521.79,837942.98,390,4.65,97.95
J,2020,7,30,766245.07,748394.03,355,4.74,97.67
J,2020,8,31,833679.95,818892.90,320,3.91,98.23
J,2020,8,32,761414.74,750440.28,345,4.60,98.56
J,2020,8,33,832696.50,820365.05,350,4.27,98.52
J,2020,8,34,761414.74,748567.00,325,4.34,98.31
J,2020,8,35,832696.50,816140.53,290,3.55,98.01
J,2020,9,36,831713.46,810092.54,595,7.34,97.40
J,2020,9,37,802983.16,746758.44,740,9.91,93.00
J,2020,9,38,828660.01,783194.56,2205,28.15,94.51
J,2020,9,39,815792.28,791399.70,2115,26.72,97.01
J,2020,10,40,827635.21,804696.86,2105,26.16,97.23
J,2020,10,41,827344.78,805350.48,2540,31.54,97.34
J,2020,10,42,756638.43,737521.95,1820,24.68,97.47
J,2020,10,43,827840.45,804542.04,2145,26.66,97.19
J,2020,10,44,827417.95,797397.69,2905,36.43,96.37
J,2020,11,45,752167.50,727800.73,2060,28.30,96.76
J,2020,11,46,819523.69,779254.74,2495,32.02,95.09
J,2020,11,47,709720.00,682082.87,2160,31.67,96.11
J,2020,11,48,731518.27,697481.95,2440,34.98,95.35
J,2020,12,49,718771.58,694239.88,3135,45.16,96.59
J,2020,12,50,661200.42,635613.33,2165,34.06,96.13
J,2020,12,51,722007.63,685785.81,1850,26.98,94.98
J,2020,12,52,661140.97,615673.23,1890,30.70,93.12
J,2021,1,1,565576.91,554840.05,1545,27.85,98.10
J,2021,1,2,608550.27,602349.94,1370,22.74,98.98
J,2021,1,3,565519.73,559252.73,945,16.90,98.89
J,2021,1,4,691180.40,678721.44,1205,17.75,98.20
J,2021,1,5,681130.70,672808.96,1720,25.56,98.78
J,2021,2,6,695086.74,685633.68,2450,35.73,98.64
J,2021,2,7,695701.73,683632.43,1920,28.09,98.27
J,2021,2,8,698211.55,688984.17,1265,18.36,98.68
J,2021,2,9,704365.29,691756.20,1455,21.03,98.21
J,2021,3,10,704452.21,692330.65,1205,17.40,98.28
J,2021,3,11,705935.81,694069.70,1450,20.89,98.32
J,2021,3,12,705312.96,687358.45,1420,20.66,97.45
J,2021,3,13,648005.37,634234.63,1100,17.34,97.87
J,2021,4,14,587518.30,577082.77,1175,20.36,98.22
J,2021,4,15,687480.97,671072.84,1155,17.21,97.61
J,2021,4,16,615611.60,604923.97,1410,23.31,98.26
J,2021,4,17,653307.17,642015.18,905,14.10,98.27
J,2021,5,18,417136.89,406162.06,365,8.99,97.37
J,2021,5,19,245025.11,237038.94,185,7.80,96.74
J,2021,5,20,605897.79,592471.42,180,3.04,97.78
J,2021,5,21,664183.73,653735.72,135,2.07,98.43
J,2021,5,22,610006.61,589526.24,195,3.31,96.64
J,2021,6,23,731628.29,704040.21,195,2.77,96.23
J,2021,6,24,667489.13,643538.88,70,1.09,96.41
J,2021,6,25,673961.10,649401.37,150,2.31,96.36
J,2021,6,26,815569.50,780170.58,155,1.99,95.66
K,2019,7,27,198852.64,173214.27,485,28.00,87.11
K,2019,7,28,216780.52,187069.50,550,29.40,86.29
K,2019,7,29,237170.76,188957.24,355,18.79,79.67
K,2019,7,30,237441.06,189866.74,470,24.75,79.96
K,2019,8,31,237435.89,190902.20,810,42.43,80.40
K,2019,8,32,219469.45,184247.37,520,28.22,83.95
K,2019,8,33,237435.89,191077.84,415,21.72,80.48
K,2019,8,34,218802.07,178780.71,815,45.59,81.71
K,2019,8,35,236253.96,190035.75,850,44.73,80.44
K,2019,9,36,236253.96,183678.32,1000,54.44,77.75
K,2019,9,37,236253.96,185245.64,1130,61.00,78.41
K,2019,9,38,236253.96,177996.88,800,44.94,75.34
K,2019,9,39,236253.96,182114.14,710,38.99,77.08
K,2019,10,40,236220.06,166845.19,840,50.35,70.63
K,2019,10,41,237161.85,185304.38,770,41.55,78.13
K,2019,10,42,219862.38,173067.73,715,41.31,78.72
K,2019,10,43,238096.36,181246.33,815,44.97,76.12
K,2019,11,44,237960.54,174804.36,625,35.75,73.46
K,2019,11,45,219951.57,169549.89,935,55.15,77.09
K,2019,11,46,220157.12,165370.93,660,39.91,75.11
K,2019,11,47,238217.43,98137.56,665,67.76,41.20
K,2019,11,48,210403.84,169673.25,385,22.69,80.64
K,2019,12,49,210279.54,164230.43,510,31.05,78.10
K,2019,12,50,210539.46,164057.03,795,48.46,77.92
K,2019,12,51,212008.66,153564.46,560,36.47,72.43
K,2019,12,52,185149.31,149174.99,335,22.46,80.57
K,2020,1,1,185081.52,160042.03,310,19.37,86.47
K,2020,1,2,185115.42,159500.21,305,19.12,86.16
K,2020,1,3,212958.00,179825.51,585,32.53,84.44
K,2020,1,4,212991.90,173652.50,430,24.76,81.53
K,2020,2,5,238217.43,171587.32,495,28.85,72.03
K,2020,2,6,238746.53,179669.67,510,28.39,75.26
K,2020,2,7,237971.56,191563.19,615,32.10,80.50
K,2020,2,8,232865.76,182724.02,895,48.98,78.47
K,2020,2,9,232831.86,181303.35,870,47.99,77.87
K,2020,3,10,232831.86,179267.72,855,47.69,76.99
K,2020,3,11,227757.04,183109.62,550,30.04,80.40
K,2020,3,12,208701.43,180584.90,355,19.66,86.53
K,2020,3,13,134972.44,132326.40,360,27.21,98.04
K,2020,4,14,127769.27,126074.93,320,25.38,98.67
K,2020,4,15,127651.60,126142.32,140,11.10,98.82
K,2020,4,16,134873.20,132392.92,225,16.99,98.16
K,2020,4,17,134907.10,133161.32,315,23.66,98.71
K,2020,5,18,187603.69,185871.35,520,27.98,99.08
K,2020,5,19,201351.10,198120.44,470,23.72,98.40
K,2020,5,20,201419.83,196037.95,175,8.93,97.33
K,2020,5,21,208970.33,206815.30,145,7.01,98.97
K,2020,5,22,195058.59,192326.13,90,4.68,98.60
K,2020,6,23,210582.80,207100.35,30,1.45,98.35
K,2020,6,24,210582.80,205736.47,0,0.00,97.70
K,2020,6,25,194324.00,189255.04,45,2.38,97.39
K,2020,6,26,193951.06,189054.94,15,0.79,97.48
K,2020,7,27,194115.75,186842.44,15,0.80,96.25
K,2020,7,28,209971.08,201038.20,115,5.72,95.75
K,2020,7,29,209971.08,200867.77,60,2.99,95.66
K,2020,7,30,193752.42,183637.44,160,8.71,94.78
K,2020,8,31,209349.77,204970.92,130,6.34,97.91
K,2020,8,32,193718.53,190263.40,85,4.47,98.22
K,2020,8,33,209331.63,202516.08,45,2.22,96.74
K,2020,8,34,193736.30,184369.10,50,2.71,95.16
K,2020,8,35,209331.63,198434.37,165,8.32,94.79
K,2020,9,36,209331.63,192776.13,115,5.97,92.09
K,2020,9,37,200720.70,177557.97,195,10.98,88.46
K,2020,9,38,209331.63,184059.60,640,34.77,87.93
K,2020,9,39,205251.13,186848.04,585,31.31,91.03
K,2020,10,40,209518.95,184623.93,405,21.94,88.12
K,2020,10,41,209518.95,189234.22,655,34.61,90.32
K,2020,10,42,193760.66,177033.26,515,29.09,91.37
K,2020,10,43,209161.85,190653.77,645,33.83,91.15
K,2020,10,44,208794.95,180927.71,710,39.24,86.65
K,2020,11,45,193192.92,174938.48,525,30.01,90.55
K,2020,11,46,208796.86,179663.58,765,42.58,86.05
K,2020,11,47,175962.95,160080.68,615,38.42,90.97
K,2020,11,48,178553.13,167280.00,535,31.98,93.69
K,2020,12,49,179485.16,166197.59,485,29.18,92.60
K,2020,12,50,166816.46,153843.81,485,31.53,92.22
K,2020,12,51,175185.35,160679.69,785,48.85,91.72
K,2020,12,52,149375.91,132472.24,345,26.04,88.68
K,2021,1,1,146819.64,141298.43,255,18.05,96.24
K,2021,1,2,157382.75,155303.54,330,21.25,98.68
K,2021,1,3,146819.64,144931.02,675,46.57,98.71
K,2021,1,4,166302.76,163183.79,510,31.25,98.12
K,2021,1,5,163404.03,158707.02,530,33.39,97.13
K,2021,2,6,173482.22,166553.78,260,15.61,96.01
K,2021,2,7,173649.26,168406.02,530,31.47,96.98
K,2021,2,8,173649.26,166598.62,515,30.91,95.94
K,2021,2,9,176767.80,166540.53,370,22.22,94.21
K,2021,3,10,176695.52,166071.10,345,20.77,93.99
K,2021,3,11,189517.42,175594.48,145,8.26,92.65
K,2021,3,12,189425.39,173803.21,420,24.17,91.75
K,2021,3,13,176076.74,162536.32,195,12.00,92.31
K,2021,4,14,162728.43,155302.56,340,21.89,95.44
K,2021,4,15,182269.91,167649.59,320,19.09,91.98
K,2021,4,16,158498.22,149295.54,190,12.73,94.19
K,2021,4,17,169756.09,159505.01,130,8.15,93.96
K,2021,5,18,104420.20,95146.97,135,14.19,91.12
K,2021,5,19,70752.11,65753.36,75,11.41,92.93
K,2021,5,20,169870.65,160356.48,60,3.74,94.40
K,2021,5,21,189643.88,173096.63,25,1.44,91.27
K,2021,5,22,169987.34,147152.23,105,7.14,86.57
K,2021,6,23,203162.12,176489.92,45,2.55,86.87
K,2021,6,24,190188.12,167309.29,15,0.90,87.97
K,2021,6,25,189838.12,167723.38,115,6.86,88.35
K,2021,6,26,203081.72,185936.63,45,2.42,91.56
